|BAT_NAME|RA|DEC|SNR|COUNTERPART_NAME|OTHER_NAME|CTPT_RA|CTPT_DEC|FLUX|FLUX_LO|FLUX_HI|CONTA|GAMM|GAMM|GAMM|CHI_SQ_R|REDSHIF|LUM|ASSOC_STREN|CL2|TYPE
268|SWIFTJ0516.4-1034|79.096|-10.555|6.80|MCG-02-14-009||79.0882|-10.5615|13.58|9.89|17.71|0.00|2.24|1.87|2.69|1.90|0.0285|43.40|0|4|Sy1
269|SWIFTJ0501.9-3239|79.912|-32.677|24.84|ESO362-18||79.8993|-32.6578|49.31|45.42|53.31|0.00|1.89|1.78|1.99|2.80|0.0125|43.23|0|4|Sy1.5
270|SWIFTJ0519.5-4545|79.922|-45.777|20.91|PICTORA||79.9570|-45.7790|38.59|34.93|42.38|0.00|2.01|1.87|2.14|1.50|0.0351|44.04|0|4|Sy1/LINER
271|SWIFTJ0520.9-7156|80.161|-71.943|18.55|LMCX-2|4U0520-72|80.1168|-71.9648|19.24|17.97|20.54|0.00|6.32|5.84|6.88|1.60|0.0000|NULL|0|14|LMXB
272|SWIFTJ0521.0-2522|80.244|-25.358|5.95|2MASXJ05210136-2521450|IRAS05189-2524|80.2561|-25.3626|12.51|8.76|16.73|0.00|1.90|1.52|2.33|0.90|0.0426|43.72|0|5|Sy2
273|SWIFTJ0519.5-3140|80.730|-36.441|16.59|PKS0521-36||80.7416|-36.4586|34.15|30.24|38.22|0.00|1.84|1.69|2.00|3.00|0.0553|44.40|0|7|BLLac
274|SWIFTJ0524.1-1210|81.031|-12.189|8.39|IRAS05218-1212||81.0271|-12.1666|18.34|14.18|22.89|0.00|2.03|1.72|2.37|0.40|0.0490|44.02|0|4|Sy1
275|SWIFTJ0524.9+4246|81.214|42.773|5.45|Paloma||81.1272|42.7473|8.97|6.28|12.19|0.00|3.31|2.68|4.25|1.20|-1.0000|NULL|4|9|CV
276|SWIFTJ0525.1-2339|81.269|-23.649|6.27|PMNJ0525-2338||81.2771|-23.6363|16.75|12.07|21.86|0.00|1.57|1.18|1.98|1.10|3.1000|48.15|0|8|QSO/FSRQ
277|SWIFTJ0525.3-4600|81.324|-46.004|7.61|PKS0524-460||81.3808|-45.9652|19.68|15.10|24.59|0.00|1.29|0.95|1.63|0.40|1.4790|47.43|0|8|QSO
278|SWIFTJ0525.6+2416|81.347|24.219|8.43|1RXSJ052523.2+241331|SWIFTJ052522.5+241332|81.3437|24.2255|19.43|15.57|23.67|0.00|2.75|2.41|3.16|0.90|0.0000|NULL|0|9|CV
279|SWIFTJ0526.2-2118|81.584|-21.285|6.69|ESO553-G043||81.6135|-21.2866|13.85|9.75|18.43|0.00|1.83|1.43|2.28|1.00|0.0278|43.39|0|5|Sy2
280|SWIFTJ0528.1-3933|82.023|-39.553|5.84|ESO306-IG001||82.0104|-39.5764|10.79|7.19|14.89|0.00|1.87|1.40|2.40|0.90|0.0370|43.54|4|2|GPAIR/INTERACTING
281|SWIFTJ0529.2-3247|82.357|-32.823|43.29|TVCol|3A0527-329|82.3560|-32.8179|59.99|57.25|62.79|0.00|2.78|2.70|2.86|4.00|0.0000|NULL|0|9|CV/DQHer
282|SWIFTJ0530.8+1333|82.705|13.558|5.13|PKS0528+134||82.7351|13.5320|22.29|15.84|29.28|0.00|1.28|0.84|1.70|0.90|2.0600|47.84|4|8|BLAZAR/FSRQ
283|SWIFTJ0532.5-6623A|83.171|-66.363|232.67|LMCX-4|4U0532-664|83.2075|-66.3705|323.20|320.66|325.76|0.00|2.78|2.76|2.79|706.20|0.0000|NULL|0|13|HMXB/NS
284|SWIFTJ0532.5-6623B|83.171|-66.363|232.67|RXJ0531.2-6609|IGRJ05319-6601?|82.8054|-66.1181|13.93|0.00|0.00|2.17|2.74|0.00|0.00|2.10|0.0000|NULL|4|13|HMXB/NS
285|SWIFTJ0532.9+1343|83.223|13.720|5.20|2MASXJ05325752+1345092|1RXSJ053257.3+134508|83.2397|13.7525|16.93|11.23|23.28|0.00|1.71|1.22|2.25|0.80|-1.0000|NULL|0|2|GALAXY
286|SWIFTJ0533.9-1318|83.469|-13.330|6.67|MCG-02-15-004||83.4589|-13.3553|18.01|13.30|23.14|0.00|1.66|1.32|2.02|2.00|-1.0000|NULL|0|2|Galaxy
287|SWIFTJ0534.6+2204|83.626|22.025|8174.26|Crab||83.6332|22.0145|23861.50|23856.30|23866.80|0.00|2.15|2.15|2.15|0.00|0.0000|NULL|0|10|PSR/PWN
288|SWIFTJ0535.1-5801|83.727|-57.990|12.57|TWPic||83.7110|-58.0280|15.56|13.39|17.93|0.00|3.19|2.89|3.55|0.20|0.0000|NULL|0|9|CVDQHer
289|SWIFTJ0535.2+2830|83.777|28.485|4.97|SWIFTJ053457.91+282837.9||83.7414|28.4772|15.07|9.76|21.11|0.00|1.87|1.35|2.46|0.30|0.0000|NULL|0|1|onplane
290|SWIFTJ0535.3-0520|83.818|-5.333|5.42|TrapeziumCluster||83.8187|-5.3872|7.75|5.14|11.18|0.00|3.35|2.55|4.60|1.40|-1.0000|NULL|4|0|StarCluster
291|SWIFTJ0535.4+4013|83.936|40.187|5.10|2MASXJ05353211+4011152||83.8838|40.1877|16.76|11.63|22.40|0.00|1.69|1.28|2.13|1.40|-1.0000|NULL|0|2|Galaxy
292|SWIFTJ0538.3+2147|84.465|21.139|8.92|SWIFTJ0538.3+2147||84.4496|21.1257|18.49|15.16|22.17|0.00|3.15|2.78|3.60|1.30|-1.0000|NULL|5|0|brighttransient
293|SWIFTJ0539.0-6406|84.713|-64.104|16.08|LMCX-3|4U0538-64|84.7346|-64.0842|28.64|25.23|32.21|0.00|2.16|1.99|2.35|1.70|0.0000|NULL|0|13|HMXB/NS
294|SWIFTJ0538.8+2620|84.713|26.305|444.74|1A0535+262|V725Tau|84.7274|26.3158|1056.49|1052.22|1060.76|0.00|2.60|2.60|2.61|1251.00|0.0000|NULL|1|13|HMXB/NS
295|SWIFTJ0539.5-6943|84.957|-69.728|22.26|LMCX-1|4U0540-69|84.9113|-69.7433|33.12|30.18|36.19|0.01|2.60|2.45|2.76|1.50|0.0000|NULL|0|13|HMXB/NS
296|SWIFTJ0539.9-2839|84.979|-28.679|10.15|[HB89]0537-286||84.9762|-28.6655|27.49|22.63|32.61|0.00|1.49|1.24|1.75|0.70|3.1040|48.36|0|7|Blazar
297|SWIFTJ0539.9-6919|85.057|-69.324|22.41|PSRB0540-69||85.0322|-69.3348|44.92|41.12|48.84|0.01|1.93|1.81|2.05|1.20|0.0000|NULL|0|10|Pulsar
298|SWIFTJ0541.5-6826|85.386|-68.428|21.68|XMMUJ054134.7-682550||85.3946|-68.4306|28.23|25.87|30.70|0.00|3.05|2.89|3.23|3.20|0.0000|NULL|1|13|HMXB
299|SWIFTJ0542.6+6051|85.772|60.862|18.28|BYCam|4U0541+60|85.7038|60.8588|29.95|26.85|33.22|0.00|2.73|2.56|2.93|2.20|0.0000|NULL|4|9|CV/AMHer
300|SWIFTJ0543.2-4104|85.840|-41.010|12.31|TXCol|1H0542-407|85.8348|-41.0319|15.54|13.32|17.96|0.00|3.16|2.86|3.52|0.60|0.0000|NULL|0|9|CV/DQHer
301|SWIFTJ0543.9-2749|85.885|-27.675|10.32|MCG-05-14-012||85.8873|-27.6514|20.04|16.30|24.04|0.00|2.09|1.84|2.37|0.80|0.0099|42.64|0|4|Sy1.2
302|SWIFTJ0544.4-4328|86.030|-43.468|5.10|2MASXJ05440009-4325265||86.0000|-43.4240|7.14|4.44|10.39|0.00|2.56|1.96|3.48|1.10|-1.0000|NULL|0|2|galaxy
303|SWIFTJ0544.4+5909|86.066|59.136|9.84|2MASXJ05442257+5907361||86.0941|59.1267|26.15|21.33|31.27|0.00|1.73|1.48|1.99|0.20|0.0660|44.44|0|5|Sy1.9
304|SWIFTJ0547.3+5042|86.819|50.661|10.22|2MASXJ05471492+5038251||86.8121|50.6404|24.43|20.06|29.13|0.00|1.99|1.75|2.25|2.00|0.0360|43.87|0|2|Galaxy
305|SWIFTJ0548.4-4748|87.107|-47.801|5.06|ESO205-IG003NED01||87.1092|-47.7588|7.61|4.84|10.91|0.00|2.42|1.88|3.13|0.90|0.0505|43.66|0|2|Galaxytriple
306|SWIFTJ0550.7-3212A|87.669|-32.250|17.57|PKS0548-322||87.6699|-32.2716|15.88|0.00|0.00|0.14|3.22|0.00|0.00|3.00|0.0690|44.26|0|7|BLLac
308|SWIFTJ0552.2-0727|88.039|-7.434|118.21|NGC2110||88.0474|-7.4562|319.13|313.77|324.52|0.00|1.80|1.78|1.82|1.00|0.0078|43.63|0|5|Sy2
309|SWIFTJ0552.5+5929|88.157|59.484|8.90|IRAS05480+5927||88.1169|59.4756|15.59|12.28|19.30|0.00|2.55|2.22|2.94|2.20|0.0585|44.11|0|4|Sy1
310|SWIFTJ0554.8+4625|88.763|46.446|54.83|MCG+08-11-011||88.7234|46.4393|133.44|128.77|138.18|0.00|2.01|1.96|2.06|5.70|0.0205|44.10|0|4|Sy1.5
311|SWIFTJ0555.5+3946|88.879|39.774|5.22|[HB89]0552+398||88.8784|39.8137|17.75|11.97|24.17|0.00|1.50|1.00|2.01|0.90|2.3650|47.89|0|8|QSO/LPQ
312|SWIFTJ0558.0+5352|89.488|53.913|20.84|V405Aur|RXJ0558.0+5353|89.4970|53.8958|34.93|31.74|38.29|0.00|2.76|2.60|2.93|3.80|0.0000|NULL|4|9|CV/DQHer
313|SWIFTJ0557.9-3822|89.529|-38.357|18.54|2MASXJ05580206-3820043|4U0557-38|89.5083|-38.3346|29.27|26.21|32.48|0.00|2.40|2.25|2.57|2.60|0.0339|43.89|4|4|Sy1
314|SWIFTJ0559.8-5028|89.951|-50.459|11.75|PKS0558-504||89.9474|-50.4477|22.10|18.39|26.05|0.00|2.00|1.77|2.25|1.80|0.1372|45.04|0|8|Sy1NL
315|SWIFTJ0600.7+0008|90.159|0.115|7.28|IRAS05581+0006||90.1670|0.1053|16.07|11.91|20.73|0.00|2.27|1.91|2.70|0.90|0.1147|44.74|0|8|QSO
316|SWIFTJ0602.2+2829|90.543|28.468|24.35|IRAS05589+2828||90.5446|28.4728|65.19|60.13|70.39|0.00|2.10|1.99|2.21|1.80|0.0330|44.21|0|4|Sy1
317|SWIFTJ0602.5+6518|90.615|65.349|8.09|UGC03386||90.6581|65.3712|18.35|13.94|23.16|0.00|1.79|1.45|2.15|1.20|0.0154|42.99|0|2|Galaxy
318|SWIFTJ0606.0-2755|91.495|-27.910|7.31|2MASXJ06054896-2754398||91.4540|-27.9112|11.76|8.60|15.37|0.00|2.51|2.10|3.05|0.40|0.0892|44.37|0|4|Sy1.5
319|SWIFTJ0601.9-8636|91.570|-86.626|13.06|ESO005-G004||91.4235|-86.6319|33.60|29.22|38.16|0.00|1.53|1.36|1.71|1.30|0.0062|42.46|0|5|Sy2
320|SWIFTJ0609.5-6245A|92.445|-62.700|5.76|2MASXJ06100652-6243125|1RXSJ061006.6-624311|92.5272|-62.7201|9.45|0.00|0.00|0.22|1.91|0.00|0.00|0.70|-1.0000|NULL|0|2|Galaxy/XMMSL
321|SWIFTJ0609.5-6245B|92.445|-62.700|5.76|2MASXJ06083867-6247168||92.1610|-62.7880|3.88|0.00|0.00|0.92|2.15|0.00|0.00|0.30|-1.0000|NULL|0|2|Galaxy
322|SWIFTJ0610.6-8151|93.039|-81.824|5.21|AHMen||92.9336|-81.8234|8.59|5.65|12.03|0.00|2.32|1.83|2.95|1.20|0.0000|NULL|0|12|Nova-like
323|SWIFTJ0612.2-4645|93.049|-46.708|5.58|PMNJ0612-4647|1RXSJ061227.3-464725|93.1110|-46.7870|7.52|4.62|10.97|0.00|2.28|1.74|3.01|1.50|-1.0000|NULL|0|0|SRC/RADIO
324|SWIFTJ0614.0+1709|93.517|17.096|5.82|2MASSJ06141230+1704321||93.5513|17.0756|11.04|7.53|15.39|0.00|2.89|2.26|3.74|1.10|-1.0000|NULL|0|0|SRC/X-RAY
325|SWIFTJ0615.8+7101|93.836|71.037|55.96|Mrk3||93.9015|71.0375|140.96|136.45|145.52|0.00|1.63|1.59|1.67|6.00|0.0135|43.76|0|5|Sy2
326|SWIFTJ0617.2+0907|94.284|9.156|199.52|4U0614+091|V1055Ori|94.2804|9.1369|459.09|454.55|463.65|0.00|2.46|2.45|2.48|12.70|0.0000|NULL|0|14|LMXB/NS
327|SWIFTJ0623.3-6438|95.819|-64.629|5.72|2MASXJ06230765-6436211|PMNJ0623-6436|95.7821|-64.6057|10.98|7.53|14.84|0.00|1.99|1.55|2.51|2.50|0.1289|44.68|0|4|Sy1
328|SWIFTJ0623.8+6445|95.820|64.781|5.42|NVSSJ062335+644538||95.8964|64.7601|6.86|4.50|9.91|0.00|3.14|2.41|4.23|0.60|0.0860|44.10|0|4|Sy1
329|SWIFTJ0623.9-6058|95.922|-60.956|13.60|ESO121-IG028||95.9400|-60.9790|28.12|24.39|32.03|0.00|1.90|1.72|2.09|0.40|0.0403|44.03|0|5|Sy2
330|SWIFTJ0623.8-3215|95.938|-32.193|10.53|ESO426-G002||95.9434|-32.2166|24.36|20.11|28.83|0.00|1.67|1.45|1.90|2.80|0.0224|43.44|0|5|Sy2
331|SWIFTJ0623.9-0939|95.979|-9.654|5.47|SWIFTJ062406.05-093855.0||96.0252|-9.6486|9.11|6.09|12.88|0.00|2.91|2.29|3.77|1.00|-1.0000|NULL|0|0|SRC/X-RAY
332|SWIFTJ0625.1+7336|96.284|73.600|12.56|MUCam|IGRJ06253+7334|96.3176|73.5775|16.58|14.23|19.09|0.00|3.01|2.75|3.31|4.30|0.0000|NULL|0|9|CV/DQHer
333|SWIFTJ0626.6+0729|96.629|7.447|5.28|2MASXJ06262702+0727287||96.6126|7.4580|16.21|11.00|22.02|0.00|1.83|1.42|2.31|1.30|-1.0000|NULL|0|2|Galaxy
334|SWIFTJ0626.6-3702|96.642|-37.028|7.38|6dFJ0626586-370559||96.7442|-37.0996|11.69|8.09|15.74|0.00|1.94|1.52|2.42|0.50|0.0393|43.62|0|4|Sy1.5
335|SWIFTJ0630.7+6342|97.663|63.708|6.13|UGC03478||98.1965|63.6737|10.13|0.00|0.00|0.12|2.30|0.00|0.00|0.60|0.0128|42.57|0|4|Sy1.2
336|SWIFTJ0630.9+1129|97.673|11.593|5.08|SWIFTJ063107.4+112754||97.7807|11.4649|10.32|5.85|15.78|0.00|2.19|1.56|3.04|0.40|0.0000|NULL|0|1|onplane
337|SWIFTJ0632.8+6343|98.208|63.719|5.99|VIIZw073||97.6065|63.6781|11.14|0.00|0.00|0.17|1.66|0.00|0.00|0.60|0.0413|43.65|0|5|Sy2
338|SWIFTJ0634.7-7445|98.575|-74.742|5.49|1RXSJ063401.1-744629||98.5046|-74.7747|10.90|7.40|14.85|0.00|1.93|1.50|2.44|0.20|-1.0000|NULL|0|0|SRC/X-RAY
339|SWIFTJ0635.1+2229|98.771|22.482|6.12|CIZAJ0635.0+2231||98.7642|22.5250|11.71|8.46|15.55|0.00|3.06|2.50|3.83|0.70|0.0680|44.12|0|3|Galaxycluster
340|SWIFTJ0635.8-7514|98.951|-75.235|8.69|PKS0637-752||98.9438|-75.2713|17.57|14.01|21.41|0.00|1.93|1.66|2.22|0.90|0.6510|46.50|0|8|Sy1
341|SWIFTJ0636.6+3536|99.150|35.594|6.76|1RXSJ063631.9+353537||99.1329|35.5936|12.38|9.34|15.92|0.00|3.05|2.56|3.69|1.20|0.0000|NULL|4|9|CV
342|SWIFTJ0640.4-2554|100.038|-25.904|17.94|ESO490-IG026||100.0487|-25.8954|37.42|33.35|41.66|0.00|2.05|1.90|2.20|0.50|0.0248|43.72|0|4|Sy1.2
343|SWIFTJ0640.0-4737|100.040|-47.646|5.58|SWIFTJ064013.50-474132.9||100.0566|-47.6924|13.95|9.71|18.63|0.00|1.49|1.04|1.93|1.10|-1.0000|NULL|0|0|
344|SWIFTJ0640.1-4328|100.113|-43.349|7.03|2MASXJ06403799-4321211||100.1583|-43.3558|18.32|14.03|22.93|0.00|1.47|1.15|1.80|0.90|0.0610|44.21|0|5|Sy2
345|SWIFTJ0641.3+3257|100.352|32.836|10.93|2MASXJ06411806+3249313||100.3252|32.8254|35.08|29.33|41.13|0.00|1.67|1.44|1.90|2.10|0.0470|44.26|0|5|Sy2
346|SWIFTJ0645.9+5303|101.591|53.083|5.32|UGC3533||101.6108|53.0758|11.83|7.87|16.28|0.00|1.99|1.55|2.51|1.20|0.0359|43.55|0|5|Sy2
347|SWIFTJ0651.9+7426|103.141|74.416|29.72|Mrk6||103.0511|74.4271|60.60|56.72|64.58|0.00|1.89|1.81|1.98|2.20|0.0188|43.69|0|4|Sy1.5
348|SWIFTJ0654.6+0700|103.638|7.063|6.87|1WGAJ0654.5+0703||103.6412|7.0533|17.98|13.07|23.43|0.00|2.04|1.66|2.48|0.30|-1.0000|NULL|0|0|
349|SWIFTJ0655.8+3957|103.926|39.975|8.73|UGC03601||103.9564|40.0002|21.38|16.86|26.27|0.00|2.02|1.74|2.35|1.30|0.0171|43.15|0|4|Sy1.5
350|SWIFTJ0656.4-4921|104.091|-49.316|5.65|2MASXJ06561197-4919499||104.0498|-49.3306|12.17|8.33|16.49|0.00|1.73|1.28|2.22|0.60|0.0410|43.68|0|5|Sy2
351|SWIFTJ0658.3-0712|104.582|-7.198|57.26|2E1752||104.5720|-7.2098|87.20|84.40|90.05|0.00|3.38|3.30|3.45|9.20|0.0000|NULL|0|13|HMXB/pulsar
352|SWIFTJ0658.5-5556|104.621|-55.937|5.02|BulletCluster||104.6217|-55.9528|8.04|5.29|11.31|0.00|2.56|2.01|3.33|0.70|0.2960|45.35|0|3|GalaxyCluster
353|SWIFTJ0659.3+2406|104.836|24.103|5.09|2MASXJ06591070+2401400||104.7945|24.0278|12.08|7.61|17.38|0.00|2.09|1.53|2.75|0.80|-1.0000|NULL|0|2|Galaxy
354|SWIFTJ0701.3-3235|105.310|-32.605|4.87|2MASXJ07011026-3234534|6dFJ0701103-323453|105.2927|-32.5814|7.50|4.57|11.03|0.00|2.38|1.82|3.12|1.00|0.0438|43.53|0|2|Galaxy
355|SWIFTJ0704.4+2625|106.097|26.421|5.14|1RXSJ070407.9+262501||106.0329|26.4169|10.94|6.62|16.16|0.00|2.23|1.62|3.02|2.40|-1.0000|NULL|0|9|CV/DQHer
356|SWIFTJ0706.8+0325|106.726|3.395|5.25|1RXSJ070648.8+032450||106.7032|3.4130|10.14|6.39|14.78|0.00|2.56|1.95|3.40|0.70|-1.0000|NULL|0|0|SRC/X-ray
357|SWIFTJ0707.1+6433|106.830|64.588|5.47|VIIZw118||106.8047|64.5997|12.61|8.57|17.11|0.00|1.76|1.34|2.24|1.30|0.0797|44.30|0|4|Sy1.0
358|SWIFTJ0709.0-4642|107.231|-46.684|7.13|2MASXJ07084326-4642494||107.1803|-46.7137|13.75|10.29|17.58|0.00|1.98|1.63|2.36|1.00|0.0469|43.85|0|5|Sy2
359|SWIFTJ0709.3-1527|107.315|-15.453|6.47|PKS0706-15||107.3011|-15.4501|11.05|7.80|14.89|0.00|2.77|2.25|3.50|1.30|-1.0000|NULL|0|0|SRC/RADIO
360|SWIFTJ0709.4-3559|107.333|-36.029|8.87|PKS0707-35||107.3087|-36.0227|19.81|15.84|24.07|0.00|1.79|1.52|2.07|1.40|0.1108|44.80|0|2|RadioGalaxy
361|SWIFTJ0710.3+5908|107.579|59.134|13.22|2MASXJ07103005+5908202||107.6253|59.1390|23.18|19.68|26.93|0.00|2.26|2.04|2.49|3.00|0.1250|44.98|0|7|BLLac
362|SWIFTJ0714.2+3518|108.545|35.292|6.08|MCG+06-16-028||108.5161|35.2793|16.71|11.97|21.93|0.00|1.70|1.34|2.10|1.10|0.0157|42.97|0|5|Sy2
363|SWIFTJ0714.3+4541|108.553|45.672|4.93|Mrk376||108.5628|45.6988|8.70|5.41|12.53|0.00|2.30|1.79|2.96|1.20|0.0560|43.81|0|4|Sy1.5
364|SWIFTJ0714.7-2521|108.696|-25.343|7.38|SWIFTJ0714.7-2521||108.6878|-25.3461|19.11|14.68|23.92|0.00|1.72|1.41|2.05|0.60|-1.0000|NULL|7|0|
365|SWIFTJ0717.8-2156|109.410|-21.935|5.49|1RXSJ071748.9-215306||109.4510|-21.8836|7.86|5.29|10.94|0.00|2.96|2.37|3.80|0.90|0.0000|NULL|0|1|inplane
366|SWIFTJ0718.1+4403|109.521|44.066|11.29|RXJ0718.0+4405||109.5024|44.0909|24.51|20.33|28.97|0.00|2.02|1.79|2.27|2.40|0.0614|44.35|0|4|Sy1.5
367|SWIFTJ0723.8-0804|110.975|-8.064|5.50|1RXSJ072352.4-080623||110.9707|-8.1041|15.79|10.51|21.69|0.00|1.58|1.10|2.10|1.00|0.0000|NULL|0|1|SRC/X-RAY
368|SWIFTJ0725.7-0055|111.432|-0.908|4.93|PKS0723-008||111.4610|-0.9157|16.59|11.19|22.49|0.00|1.45|1.03|1.89|1.80|0.1280|44.85|0|7|BlLac
369|SWIFTJ0725.8+3000|111.450|29.999|4.83|CGCG147-020||111.4057|29.9541|9.97|5.93|14.71|0.00|2.15|1.60|2.87|1.00|0.0188|42.90|0|8|Radiogalaxy
370|SWIFTJ0726.6-3552|111.646|-35.897|8.25|2MASXJ07262635-3554214||111.6098|-35.9060|23.35|18.82|28.13|0.00|1.43|1.17|1.69|1.30|0.0294|43.67|0|5|Sy2
371|SWIFTJ0726.5+3659|111.678|37.000|5.33|2MASXJ07263532+3700028||111.6472|37.0008|10.88|7.17|15.23|0.00|2.28|1.78|2.92|1.00|0.1900|45.05|0|8|QSO,Sy1
372|SWIFTJ0727.4-2408|111.852|-24.139|8.42|1RXSJ072720.8-240629||111.8951|-24.1039|20.21|15.57|25.25|0.00|1.79|1.46|2.14|1.10|0.1230|44.90|0|5|Sy1.9
373|SWIFTJ0728.8-2605|112.201|-26.091|16.96|4U0728-25|V441Pup|112.2233|-26.1081|23.02|20.58|25.63|0.00|3.31|3.07|3.58|2.10|0.0000|NULL|0|13|HMXB/NS
374|SWIFTJ0731.5+0957|112.900|9.920|14.18|BGCMi|3A0729+103|112.8708|9.9396|22.82|20.00|25.88|0.00|3.36|3.08|3.70|1.00|0.0000|NULL|0|9|CV/DQHer
375|SWIFTJ0732.5-1331|113.164|-13.524|16.37|SWIFTJ073237.6-133109|SWIFTJ0732.5-1331|113.1563|-13.5178|27.48|24.10|31.09|0.00|2.67|2.47|2.90|1.90|0.0000|NULL|0|9|CV/DQHer
376|SWIFTJ0733.2+4558|113.263|45.959|5.10|1RXSJ073308.7+455511|2MASSiJ0733092+455506|113.2883|45.9184|10.44|6.75|14.67|0.00|2.09|1.61|2.70|1.40|0.1414|44.75|0|8|Sy1QSO
377|SWIFTJ0733.9+5156|113.523|51.902|4.93|2MASXJ07332681+5153560||113.3617|51.8989|6.11|3.33|10.28|0.00|2.81|1.85|4.40|1.20|-1.0000|NULL|0|2|Galaxy
378|SWIFTJ0736.9+5846|114.246|58.788|4.90|Mrk9||114.2374|58.7704|8.63|5.59|11.96|0.00|2.21|1.78|2.77|3.60|0.0399|43.50|0|4|Sy1.5
379|SWIFTJ0739.7-3142|114.934|-31.705|12.14|2MASXJ07394469-3143024||114.9362|-31.7174|26.72|22.54|31.13|0.00|1.81|1.60|2.03|0.50|0.0258|43.61|0|5|Sy2
380|SWIFTJ0741.4-5447|115.332|-54.759|5.44|2MASXJ07410919-5447461||115.2884|-54.7961|11.51|7.62|15.88|0.00|1.89|1.40|2.49|1.10|-1.0000|NULL|0|2|Galaxy
381|SWIFTJ0742.3+8024|115.564|80.406|5.44|3C184.1||115.7553|80.4406|12.17|8.20|16.60|0.00|1.60|1.16|2.07|0.70|0.1182|44.64|4|4|Sy1i/RADIOGALAXY
382|SWIFTJ0742.5+4948|115.655|49.803|22.76|Mrk79||115.6367|49.8097|46.57|42.60|50.67|0.00|2.04|1.92|2.16|1.80|0.0222|43.72|0|4|Sy1.2
383|SWIFTJ0743.0+6513|115.759|65.209|4.95|Mrk78||115.6739|65.1771|10.74|6.73|15.39|0.00|1.74|1.20|2.33|0.90|0.0371|43.54|0|5|Sy2
384|SWIFTJ0743.3-2546|115.798|-25.788|10.14|LEDA86073||115.8114|-25.7639|20.70|16.64|25.08|0.00|2.12|1.84|2.44|0.60|0.0230|43.40|0|4|Sy1.2
385|SWIFTJ0744.0+2914|116.006|29.236|6.85|UGC03995A||116.0296|29.2493|16.98|12.66|21.75|0.00|1.97|1.64|2.34|1.40|0.0159|42.99|4|5|Sy2,noX-rayobs
386|SWIFTJ0746.3-1608|116.594|-16.191|9.75|1RXSJ074616.8-161127||116.5700|-16.1908|15.49|12.38|18.96|0.00|2.83|2.48|3.27|0.70|-1.0000|NULL|0|0|SRC/X-RAY
387|SWIFTJ0746.3+2548|116.607|25.807|13.08|B20743+25|SDSSJ074625.87+254902.2|116.6078|25.8173|48.89|42.81|55.19|0.00|1.34|1.17|1.52|0.60|2.9793|48.57|0|7|Blazar
388|SWIFTJ0747.2-1920|116.811|-19.341|5.96|PKS0745-19||116.8805|-19.2944|7.27|5.64|9.10|0.00|4.91|3.99|6.33|1.20|0.1028|44.29|0|3|GalaxyCluster
389|SWIFTJ0747.5+6057|116.854|60.912|7.92|Mrk10||116.8714|60.9335|14.80|11.30|18.65|0.00|2.07|1.76|2.43|1.70|0.0293|43.46|0|4|Sy1.2
390|SWIFTJ0747.6-7326|116.889|-73.439|6.76|2MASXJ07473839-7325533||116.9098|-73.4314|14.23|10.63|18.17|0.00|1.87|1.54|2.23|0.70|0.0367|43.65|0|2|Galaxy
391|SWIFTJ0748.8-6743|117.141|-67.756|141.07|EXO0748-676|UYVol|117.1388|-67.7500|244.56|241.13|248.01|0.00|2.22|2.20|2.24|10.20|0.0000|NULL|0|14|LMXB/NS
392|SWIFTJ0749.7-3218|117.398|-32.246|5.77|SWIFTJ074940.0-321536||117.3832|-32.2599|8.10|5.46|11.42|0.00|2.84|2.22|3.68|1.20|-1.0000|NULL|0|0|SRC/X-RAY
393|SWIFTJ0750.9+1439|117.799|14.754|18.14|PQGem|RXJ0751.2+1444|117.8225|14.7402|31.32|28.08|34.76|0.00|2.90|2.71|3.10|2.60|0.0000|NULL|0|9|CV/DQHer
394|SWIFTJ0752.2+1937|118.102|19.615|6.77|2MASXJ07521780+1935423||118.0743|19.5951|15.71|11.38|20.55|0.00|2.09|1.72|2.52|0.40|0.1172|44.75|0|8|QSO,Sy1
395|SWIFTJ0753.1+4559|118.274|45.978|5.65|B30749+460A|1RXSJ075243.6+455653|118.1842|45.9493|15.41|10.93|20.35|0.00|1.58|1.19|1.99|0.90|0.0518|43.99|0|4|Sy1
396|SWIFTJ0755.4+8402|119.049|83.969|5.14|1RXSJ075813.2+835637|IRASF07463+8404|119.5550|83.9436|8.10|4.44|12.64|0.00|2.14|1.40|3.25|1.90|-1.0000|NULL|0|0|SRC/X-RAY
397|SWIFTJ0756.3-4137|119.074|-41.622|5.42|2MASXJ07561963-4137420|IGRJ07565-4139|119.0817|-41.6284|10.54|6.78|14.90|0.00|2.05|1.55|2.70|0.70|0.0210|43.02|0|5|Sy2
398|SWIFTJ0759.8-3844|119.945|-38.745|25.94|2MASSJ07594181-3843560|IGRJ07597-3842|119.9242|-38.7322|50.64|46.76|54.63|0.00|2.05|1.95|2.16|0.90|0.0400|44.28|0|4|Sy1.2
399|SWIFTJ0800.5+2327|119.958|23.389|11.95|2MASXJ07595347+2323241|CGCG118-036|119.9728|23.3901|34.54|29.31|40.03|0.00|1.70|1.50|1.91|0.20|0.0292|43.83|0|5|Sy2
400|SWIFTJ0800.1+2638|120.086|26.633|12.14|IC0486||120.0874|26.6135|32.16|27.24|37.34|0.00|1.81|1.60|2.02|0.10|0.0269|43.73|0|4|Sy1
