|BAT_NAME|RA|DEC|SNR|COUNTERPART_NAME|OTHER_NAME|CTPT_RA|CTPT_DEC|FLUX|FLUX_LO|FLUX_HI|CONTA|GAMM|GAMM|GAMM|CHI_SQ_R|REDSHIF|LUM|ASSOC_STREN|CL2|TYPE
670|SWIFTJ1322.2-1641|200.622|-16.748|12.96|MCG-03-34-064||200.6019|-16.7286|30.53|26.16|35.20|0.00|2.20|1.99|2.42|2.10|0.0165|43.27|4|5|Sy1.8
671|SWIFTJ1325.4-4301|201.381|-43.026|479.85|CenA||201.3651|-43.0191|1388.99|1383.60|1394.40|0.00|1.85|1.85|1.86|3.30|0.0018|43.01|0|5|Sy2
672|SWIFTJ1326.9-6207|201.685|-62.147|102.05|4U1323-619||201.6504|-62.1361|206.50|202.61|210.42|0.00|2.41|2.38|2.44|10.20|0.0000|NULL|0|14|LMXB/NS
673|SWIFTJ1328.1-2722|202.019|-27.361|5.18|ABELL1736||202.0836|-27.2986|11.41|7.05|16.42|0.00|2.09|1.57|2.73|1.60|0.0458|43.75|4|3|GalaxyCluster
674|SWIFTJ1331.2-2524|202.787|-25.402|4.87|ESO509-G038||202.8079|-25.4028|14.24|8.44|21.35|0.00|1.82|1.09|2.66|1.90|0.0260|43.34|0|4|Sy1
675|SWIFTJ1331.6-0504|202.965|-5.175|5.06|PKS1329-049||203.0186|-5.1620|20.23|13.76|27.36|0.00|1.03|0.45|1.55|0.90|2.1500|47.84|0|8|QSO
676|SWIFTJ1332.0-7754|203.047|-77.881|7.46|ESO021-G004||203.1692|-77.8446|16.98|12.31|22.11|0.00|1.64|1.22|2.07|1.20|0.0098|42.56|0|2|Galaxy
677|SWIFTJ1333.5-3401|203.364|-34.020|9.36|ESO383-18|ESO383-18|203.3600|-34.0160|18.87|15.25|22.84|0.00|2.71|2.39|3.09|2.10|0.0130|42.85|4|5|Sy2
678|SWIFTJ1334.8-2328|203.704|-23.461|7.20|ESO509-IG066||203.6652|-23.4465|18.18|13.20|23.73|0.00|1.98|1.57|2.43|0.50|0.0343|43.69|0|5|Sy2
679|SWIFTJ1336.0+0304|203.960|2.990|7.09|NGC5231||203.9510|2.9990|15.62|11.17|20.58|0.00|2.02|1.59|2.52|1.20|0.0218|43.22|0|5|Sy2
680|SWIFTJ1335.8-3416|203.964|-34.295|28.34|MCG-06-30-015||203.9741|-34.2956|63.33|59.01|67.80|0.00|2.41|2.30|2.52|4.10|0.0077|42.93|0|4|Sy1.2
681|SWIFTJ1337.7-1253|204.430|-12.878|5.26|[HB89]1334-127|PKS1335-127|204.4158|-12.9569|8.77|5.34|12.98|0.00|2.72|2.04|3.76|0.50|0.5390|46.00|0|8|BLLAC/HPQ
682|SWIFTJ1338.2+0433|204.580|4.544|46.62|NGC5252||204.5665|4.5426|115.48|110.81|120.25|0.00|1.78|1.72|1.83|0.40|0.0230|44.14|4|5|Sy1.9
683|SWIFTJ1341.2-1439|205.276|-14.638|9.30|2MASXJ13411287-1438407|1RXSJ134112.5-143836|205.3038|-14.6446|24.07|19.52|29.00|0.00|2.11|1.84|2.40|1.40|0.0418|43.99|0|4|Sy1
684|SWIFTJ1341.5+6742|205.285|67.710|5.20|NGC5283||205.2740|67.6723|8.90|5.68|12.61|0.00|1.94|1.44|2.54|0.10|0.0104|42.33|0|5|Sy2
685|SWIFTJ1341.2+3023|205.334|30.358|10.98|Mrk268||205.2964|30.3781|19.36|16.13|22.81|0.00|2.05|1.83|2.30|1.20|0.0399|43.86|0|5|Sy2Galaxypair
686|SWIFTJ1341.9+3537|205.479|35.623|5.79|NGC5273||205.5347|35.6542|13.91|9.93|18.27|0.00|1.45|1.03|1.87|1.10|0.0035|41.59|4|5|Sy1.9
687|SWIFTJ1344.7+1934|206.090|19.552|7.90|CGCG102-048||206.0653|19.5667|19.51|15.02|24.35|0.00|1.61|1.28|1.96|0.70|0.0269|43.51|0|5|Sy1.9
688|SWIFTJ1345.5+4139|206.327|41.705|8.86|NGC5290||206.3299|41.7126|19.17|15.41|23.19|0.00|1.69|1.42|1.98|0.60|0.0086|42.50|0|5|Sy2
689|SWIFTJ1346.4+1924|206.604|19.406|6.68|2MASXJ13462846+1922432||206.6184|19.3787|10.84|7.65|14.48|0.00|2.39|1.95|2.96|1.20|0.0840|44.28|0|4|Sy1
690|SWIFTJ1347.1+7325|206.719|73.429|5.13|2MASSiJ1346085+732053||206.5351|73.3480|6.00|3.48|9.17|0.00|2.60|1.91|3.72|0.20|0.2900|45.20|0|8|Sy1/QSO
691|SWIFTJ1347.5-3254|206.883|-32.902|9.04|ABELL3571||206.8706|-32.8658|14.43|11.95|17.15|0.00|3.95|3.41|4.64|1.30|0.0391|43.71|4|3|GalaxyCluster
692|SWIFTJ1347.4-6033|206.888|-60.588|42.29|4U1344-60||206.9000|-60.6178|107.52|102.89|112.21|0.00|1.98|1.92|2.04|3.00|0.0129|43.60|0|4|Sy1.5
693|SWIFTJ1347.7+0212|206.937|2.205|5.68|SWIFTJ1347.7+0212||206.8516|2.3119|5.96|2.85|10.18|0.00|2.52|1.63|3.98|0.60|-1.0000|NULL|6|0|
694|SWIFTJ1349.3-3018|207.323|-30.326|107.77|IC4329A||207.3303|-30.3094|290.49|285.42|295.59|0.00|2.04|2.02|2.07|21.60|0.0160|44.23|0|4|Sy1.2
695|SWIFTJ1349.7+0209|207.445|2.099|7.31|UM614||207.4701|2.0791|16.18|11.79|21.12|0.00|1.96|1.57|2.41|0.50|0.0327|43.60|0|4|Sy1
696|SWIFTJ1351.5-1814|207.900|-18.233|7.89|2MASXJ13512953-1813468||207.8729|-18.2297|17.88|13.25|23.03|0.00|2.20|1.80|2.67|0.50|0.0122|42.78|0|4|Sy1(NL)
697|SWIFTJ1352.8+6917|208.288|69.313|21.91|Mrk279||208.2644|69.3082|39.20|35.73|42.78|0.00|1.88|1.77|2.00|1.50|0.0304|43.92|0|4|Sy1.5
698|SWIFTJ1353.7-1122|208.416|-11.369|4.82|2MASXJ13532820-1123055||208.3675|-11.3850|15.11|9.79|21.14|0.00|1.69|1.17|2.24|1.60|0.0688|44.24|4|2|Galaxy
699|SWIFTJ1354.1-3748|208.530|-37.807|8.26|TOLOLO00113||208.5640|-37.7760|22.12|17.13|27.51|0.00|1.94|1.62|2.28|2.30|0.0520|44.15|4|5|Sy1.9
700|SWIFTJ1354.5+1326|208.677|13.403|5.55|2MASXJ13542913+1328068||208.6216|13.4687|9.93|6.26|14.23|0.00|2.02|1.49|2.67|0.60|0.0633|43.98|0|5|Sy2pair
701|SWIFTJ1355.6+3524|208.931|35.404|5.25|2MASXJ13553383+3520573||208.8909|35.3494|7.43|4.91|10.42|0.00|2.48|1.96|3.15|1.20|0.1016|44.29|0|2|Galaxy
702|SWIFTJ1356.1+3832|208.978|38.563|11.20|Mrk464||208.9730|38.5746|21.58|18.26|25.08|0.00|1.93|1.72|2.15|0.40|0.0501|44.11|4|4|Sy1.5
703|SWIFTJ1355.9+1822|208.984|18.371|5.39|Mrk463||209.0120|18.3721|10.98|7.57|14.85|0.00|2.02|1.62|2.48|1.90|0.0504|43.82|0|4|Sy1Sy2/MERGER/Sy2
704|SWIFTJ1356.6-1932|209.167|-19.498|7.23|ESO578-G009||209.1529|-19.5292|16.90|12.28|22.07|0.00|2.20|1.78|2.71|1.60|0.0350|43.68|0|4|Sy1
705|SWIFTJ1400.9-6324|210.233|-63.406|9.17|IGRJ14003-6326|SWIFTJ140044.7-632544|210.1904|-63.4285|18.22|14.51|22.30|0.00|2.54|2.19|2.95|0.80|-1.0000|NULL|0|10|Pulsar/msec
706|SWIFTJ1403.6-6146|210.996|-61.760|6.49|[CG2001]G311.45-0.13||211.1296|-61.7897|18.94|13.99|24.40|0.00|1.73|1.34|2.13|1.20|0.0000|NULL|0|1|
707|SWIFTJ1408.1-3024|212.030|-30.415|6.75|2MASXJ14080674-3023537||212.0282|-30.3983|17.19|12.82|22.09|0.00|2.26|1.87|2.70|0.70|0.0235|43.34|0|4|Sy1.4
708|SWIFTJ1408.2-6113|212.040|-61.157|5.14|SWIFTJ1408.2-6113||212.1904|-61.1326|7.82|5.09|11.10|0.00|3.03|2.36|3.95|1.20|-1.0000|NULL|0|0|
709|SWIFTJ1409.2-4515|212.298|-45.254|5.32|V834Cen||212.2810|-45.2880|8.31|5.85|11.23|0.00|3.88|2.98|5.29|0.70|0.0000|NULL|4|9|CV/AMHER
710|SWIFTJ1410.9-4229|212.700|-42.483|5.74|2MASXJ14104482-4228325||212.6868|-42.4758|12.09|8.31|16.56|0.00|2.60|2.04|3.34|0.20|0.0339|43.51|0|5|Sy2
711|SWIFTJ1412.9-6522|213.287|-65.331|110.71|CircinusGalaxy||213.2913|-65.3390|272.12|267.84|276.43|0.00|2.08|2.06|2.10|175.30|0.0014|42.10|0|6|AGN
712|SWIFTJ1413.2-0312|213.308|-3.236|99.51|NGC5506||213.3119|-3.2075|241.03|236.45|245.64|0.00|2.08|2.05|2.11|39.40|0.0062|43.31|0|5|Sy1.9
713|SWIFTJ1416.9-1158|214.186|-11.959|7.13|2MASXJ14165001-1158577||214.2084|-11.9829|18.13|13.81|22.93|0.00|2.29|1.94|2.70|1.60|0.0986|44.65|0|2|Galaxy
714|SWIFTJ1416.9-4640|214.233|-46.659|8.34|IGRJ14175-4641|2MASSJ14170366-4641411|214.2652|-46.6948|22.17|17.42|27.34|0.00|2.00|1.68|2.34|0.30|0.0760|44.50|2|5|Sy2
715|SWIFTJ1417.7+6143|214.371|61.678|4.97|2MASXJ14174289+6141523||214.4289|61.6979|7.11|4.35|10.36|0.00|2.16|1.62|2.84|0.50|0.1188|44.42|0|8|Radiogalaxy
716|SWIFTJ1417.7+2539|214.466|25.713|5.11|[HB89]1415+259||214.4860|25.7240|7.46|4.92|10.51|0.00|2.68|2.11|3.48|0.80|0.2370|45.10|0|7|BLLac
717|SWIFTJ1417.9+2507|214.497|25.127|37.48|NGC5548||214.4981|25.1368|78.64|74.78|82.61|0.00|1.86|1.80|1.93|1.50|0.0172|43.72|0|4|Sy1.5
718|SWIFTJ1418.8-6055|214.708|-60.918|5.34|Rabbit||214.6785|-60.9675|9.94|0.00|0.00|0.28|2.19|0.00|0.00|1.10|0.0000|NULL|3|10|PSR/PWN
719|SWIFTJ1419.0-2639|214.839|-26.663|13.68|ESO511-G030||214.8434|-26.6447|39.88|34.71|45.29|0.00|2.05|1.86|2.26|1.10|0.0224|43.66|4|4|Sy1
720|SWIFTJ1419.8-6047|214.941|-60.786|5.23|PSRJ1420-6048||215.0343|-60.8046|10.13|0.00|0.00|0.24|2.30|0.00|0.00|0.60|0.0000|NULL|4|10|PSR
721|SWIFTJ1421.2-6242|215.299|-62.708|31.14|4U1416-62|H1417-624|215.3030|-62.6980|63.13|59.56|66.79|0.00|2.57|2.47|2.66|9.90|0.0000|NULL|0|13|HMXB
722|SWIFTJ1421.4+4747|215.386|47.823|11.30|SBS1419+480||215.3742|47.7902|18.63|15.39|22.09|0.00|2.06|1.81|2.33|0.80|0.0723|44.38|4|4|Sy1.5
723|SWIFTJ1424.2+2435|216.109|24.618|9.77|NGC5610||216.0954|24.6144|19.21|15.69|22.98|0.00|1.97|1.72|2.23|1.50|0.0169|43.09|0|5|Sy2
724|SWIFTJ1424.8-6122|216.247|-61.338|5.66|SWIFTJ142507.92-611858.2|HD126004|216.2811|-61.3159|11.32|7.87|15.32|0.00|2.58|2.06|3.24|1.10|0.0000|NULL|0|12|BeStar
725|SWIFTJ1426.1+3747|216.529|37.778|5.46|ABELL1914||216.5124|37.8256|5.44|4.22|6.83|0.00|4.98|4.03|6.42|0.60|0.1712|44.65|4|3|GalaxyCluster
726|SWIFTJ1427.5+1949|216.867|19.820|6.46|Mrk813||216.8540|19.8310|13.28|9.69|17.27|0.00|2.00|1.63|2.42|1.40|0.1105|44.62|0|4|Sy1
727|SWIFTJ1428.7+4234|217.157|42.662|15.93|1ES1426+428||217.1361|42.6724|21.98|19.20|24.95|0.00|2.53|2.33|2.76|0.60|0.1290|44.98|0|7|BLLac
728|SWIFTJ1429.2+0118|217.301|1.303|7.84|Mrk1383||217.2775|1.2851|17.77|13.39|22.62|0.00|2.13|1.75|2.56|0.20|0.0865|44.52|0|4|Sy1
729|SWIFTJ1430.2-6712|217.547|-67.199|5.85|1RXSJ142959.9-671447|IGRJ14298-6715|217.4996|-67.2465|12.68|8.85|16.99|0.00|2.23|1.77|2.77|0.40|0.0000|NULL|0|14|LMXB
730|SWIFTJ1431.2+2816|217.773|28.306|4.80|Mrk684||217.7700|28.2873|10.64|6.73|15.13|0.00|1.74|1.19|2.37|0.60|0.0461|43.73|0|4|Sy1
731|SWIFTJ1432.8-4412|218.193|-44.207|5.40|NGC5643||218.1699|-44.1746|17.90|12.56|23.82|0.00|1.70|1.26|2.17|0.40|0.0040|41.80|0|5|Sy2
732|SWIFTJ1433.3-6116|218.335|-61.264|6.04|IGRJ14331-6112|CXOJ143308.3-611539|218.2847|-61.2611|12.55|9.12|16.41|0.00|2.57|2.12|3.12|1.90|0.0000|NULL|0|13|HMXB
733|SWIFTJ1433.9+0528|218.488|5.463|6.57|NGC5674||218.4677|5.4582|15.97|11.72|20.70|0.00|2.04|1.65|2.49|0.20|0.0249|43.35|0|5|Sy1.9
734|SWIFTJ1434.9+4837|218.730|48.658|7.79|NGC5683|Mrk474|218.7185|48.6619|12.27|9.34|15.50|0.00|2.16|1.83|2.54|1.20|0.0362|43.57|0|4|Sy1
735|SWIFTJ1436.4+5846|219.068|58.809|16.37|Mrk817||219.0920|58.7943|25.91|22.78|29.19|0.00|2.01|1.85|2.18|2.20|0.0314|43.77|0|4|Sy1.5
736|SWIFTJ1436.8-1615|219.198|-16.266|5.37|2MASXJ14364961-1613410||219.2067|-16.2281|18.73|12.95|25.23|0.00|1.72|1.24|2.22|0.40|0.1445|45.02|0|8|AGN
737|SWIFTJ1439.2+1417|219.785|14.302|6.37|2MASXJ14391186+1415215||219.7995|14.2561|15.19|10.16|20.95|0.00|1.66|1.11|2.25|1.90|0.0714|44.28|0|4|Sy1
738|SWIFTJ1441.4+5341|220.156|53.495|8.33|Mrk477||220.1587|53.5044|14.40|11.11|17.98|0.00|1.90|1.59|2.24|1.10|0.0377|43.68|0|4|Sy1
739|SWIFTJ1442.5-1715|220.613|-17.270|24.34|NGC5728||220.5997|-17.2532|88.63|82.56|94.84|0.00|1.76|1.66|1.86|1.80|0.0093|43.23|0|5|Sy2
740|SWIFTJ1445.6+2702|221.422|27.044|5.08|CGCG164-019||221.4035|27.0348|13.67|9.43|18.33|0.00|1.40|0.97|1.82|1.60|0.0299|43.45|0|5|Sy1.9
741|SWIFTJ1446.7-6416|221.664|-64.270|4.92|IGRJ14471-6414||221.6167|-64.2333|14.42|9.75|19.54|0.00|1.70|1.25|2.19|1.00|0.0530|43.98|0|4|Sy1.2
742|SWIFTJ1447.0-5814|221.772|-58.213|5.01|SWIFTJ144719.3-581616||221.8304|-58.2712|10.67|6.82|15.24|0.00|2.32|1.72|3.06|1.20|0.0000|NULL|0|1|Newsource
743|SWIFTJ1448.4-5945|222.117|-59.721|8.37|SWIFTJ1448.4-5945||222.1786|-59.7041|14.19|11.63|17.01|0.00|3.55|3.07|4.13|2.00|-1.0000|NULL|0|15|XRB
744|SWIFTJ1448.7-4009|222.167|-40.157|5.11|IGR14488-4008|IGR14488-4008|222.2124|-40.1464|12.82|8.63|17.58|0.00|2.31|1.81|2.90|0.90|-1.0000|NULL|0|0|
745|SWIFTJ1449.5+8602|222.421|86.041|5.63|2MASXJ14545815+8554589||223.7408|85.9164|8.88|5.14|13.19|0.00|1.70|1.11|2.38|1.30|0.0000|NULL|0|2|Galaxy,z=.0787?
746|SWIFTJ1451.0-5540A|222.865|-55.675|14.65|WKK4374||222.8881|-55.6773|40.84|0.00|0.00|0.04|1.87|0.00|0.00|1.30|0.0180|43.47|0|5|Sy2
747|SWIFTJ1451.0-5540B|222.865|-55.675|14.65|2MFGC12018||222.3032|-55.6058|26.50|0.00|0.00|0.09|1.86|0.00|0.00|1.00|-1.0000|NULL|0|6|AGN
748|SWIFTJ1453.3+2558|223.289|25.897|11.47|2MASXJ14530794+2554327||223.2833|25.9091|24.01|20.09|28.17|0.00|1.81|1.59|2.05|0.70|0.0490|44.13|0|4|Sy1
749|SWIFTJ1453.4-5524|223.415|-55.415|9.11|1RXSJ145341.1-552146|IGRJ14515-5542|223.4558|-55.3622|17.07|14.03|20.36|0.01|2.96|2.62|3.37|1.70|0.0000|NULL|0|9|CV/AMHer
750|SWIFTJ1454.9-5133|223.831|-51.591|8.89|WKK4438||223.8230|-51.5710|21.51|17.18|26.22|0.00|2.22|1.91|2.57|2.00|0.0160|43.09|0|4|Sy1NL
751|SWIFTJ1457.8-4308|224.437|-43.140|11.18|IC4518A||224.4216|-43.1321|27.75|23.49|32.31|0.00|2.35|2.11|2.62|0.90|0.0163|43.22|0|5|Sy2
752|SWIFTJ1458.9+7143|224.731|71.719|4.97|3C309.1||224.7816|71.6722|9.37|5.78|13.45|0.00|1.65|1.12|2.22|0.70|0.9050|46.58|0|8|Sy1.5
753|SWIFTJ1504.2+1025|226.017|10.427|15.70|Mrk841||226.0050|10.4378|35.57|31.17|40.22|0.00|2.12|1.93|2.32|0.90|0.0364|44.04|4|4|Sy1
754|SWIFTJ1506.7+0353A|226.559|3.754|8.31|Mrk1392||226.4860|3.7070|19.01|0.00|0.00|0.15|1.74|0.00|0.00|1.50|0.0361|43.76|0|4|Sy1
755|SWIFTJ1506.7+0353B|226.559|3.754|8.31|2MASXJ15064412+0351444||226.6840|3.8620|15.67|0.00|0.00|0.17|1.83|0.00|0.00|2.20|0.0377|43.71|0|5|Sy2
756|SWIFTJ1508.6-4953|227.145|-49.863|7.24|PMNJ1508-4953||227.1617|-49.8842|29.04|22.82|35.72|0.00|1.36|1.02|1.70|1.10|-1.0000|NULL|0|0|SRC/RADIO
757|SWIFTJ1508.8-0013|227.208|-0.221|5.98|Mrk1393||227.2248|-0.1970|19.53|14.19|25.43|0.00|1.74|1.33|2.17|1.10|0.0543|44.14|0|4|Sy1.5
758|SWIFTJ1509.4-6649|227.361|-66.814|14.06|IGRJ15094-6649||227.3580|-66.8230|25.81|22.61|29.21|0.00|2.82|2.59|3.08|1.60|0.0000|NULL|4|9|CV/DQHer
759|SWIFTJ1510.9+0547|227.730|5.781|9.72|ABELL2029||227.7333|5.7447|14.93|12.36|17.77|0.00|3.62|3.15|4.21|1.50|0.0775|44.34|4|3|GalaxyCluster
760|SWIFTJ1512.0-2119|228.010|-21.322|8.24|2MASXJ15115979-2119015||227.9992|-21.3171|31.30|25.57|37.43|0.00|1.88|1.60|2.17|2.00|0.0446|44.16|4|4|Sy1/NL
762|SWIFTJ1512.2-1053B|228.031|-10.827|5.36|2MASXJ15120505-1046356||228.0211|-10.7766|8.31|0.00|0.00|1.33|1.93|0.00|0.00|1.00|-1.0000|NULL|0|2|Galaxy
763|SWIFTJ1512.8-0906|228.192|-9.100|14.93|PKS1510-08||228.2106|-9.1000|70.03|62.99|77.28|0.00|1.38|1.23|1.53|0.50|0.3600|46.49|4|8|QSO/HP
764|SWIFTJ1513.8-5910|228.525|-59.150|83.63|PSRB1509-58|Cirpulsar|228.4813|-59.1358|252.16|247.08|257.31|0.00|1.83|1.80|1.86|2.00|0.0000|NULL|0|10|PSR/PWN
765|SWIFTJ1513.8-8125|228.640|-81.362|12.35|2MASXJ15144217-8123377||228.6751|-81.3939|29.85|25.63|34.25|0.00|1.82|1.62|2.02|0.60|0.0684|44.53|0|4|Sy1.2
766|SWIFTJ1515.0+4205|228.788|42.053|10.53|NGC5899||228.7635|42.0499|20.08|16.54|23.86|0.00|1.91|1.67|2.16|0.70|0.0086|42.51|0|5|Sy2
767|SWIFTJ1519.6+6538|229.902|65.637|7.56|CGCG319-007||229.8904|65.5996|13.23|9.78|17.02|0.00|1.91|1.55|2.31|0.90|0.0440|43.78|4|5|Sy1.9
768|SWIFTJ1521.0-5711|230.167|-57.160|44.67|CirX-1|BRCir|230.1703|-57.1667|66.80|64.73|68.89|0.00|5.18|5.02|5.36|2.50|0.0000|NULL|0|14|LMXB
769|SWIFTJ1521.8+0334|230.421|3.614|5.50|2MASSJ15213967+0337292||230.4153|3.6248|15.38|10.70|20.66|0.00|2.05|1.57|2.58|0.90|0.1264|44.81|0|4|Sy1
770|SWIFTJ1523.5+6340|230.871|63.674|5.56|4C+63.22||230.9411|63.6567|8.32|5.50|11.52|0.00|2.14|1.70|2.68|1.20|0.2040|45.00|0|8|Sy1/BLRG
771|SWIFTJ1530.0-1300|232.474|-13.034|4.96|2MASXJ15295830-1300397||232.4930|-13.0110|15.49|10.45|21.21|0.00|2.23|1.68|2.89|0.00|0.1039|44.63|0|4|Sy1
772|SWIFTJ1533.2-0836|233.351|-8.699|9.58|MCG-01-40-001||233.3363|-8.7005|32.72|27.34|38.42|0.00|2.08|1.82|2.36|0.50|0.0227|43.58|0|5|Sy2
773|SWIFTJ1535.8-5749|233.956|-57.811|7.83|1RXSJ153552.8-575055|IGRJ15359-5750|233.9700|-57.8490|23.39|18.46|28.74|0.00|1.84|1.52|2.19|1.30|-1.0000|NULL|4|6|AGN
774|SWIFTJ1535.9+5751|233.996|57.916|13.68|Mrk290||233.9682|57.9026|23.31|20.07|26.75|0.00|2.04|1.85|2.24|0.50|0.0296|43.67|0|4|Sy1
775|SWIFTJ1539.2-6227|234.719|-62.483|13.58|SWIFTJ1539.2-6227||234.7999|-62.4673|34.66|29.93|39.66|0.00|2.05|1.83|2.28|1.20|0.0000|NULL|0|15|XRB
776|SWIFTJ1542.0-1410|235.593|-14.179|5.34|2MASXJ15422399-1411055|1RXSJ154224.0-141106|235.5999|-14.1849|14.32|9.84|19.65|0.00|2.65|1.99|3.51|1.20|-1.0000|NULL|0|2|Galaxy
777|SWIFTJ1542.6-5222|235.636|-52.385|169.06|H1538-522|QVNor|235.5971|-52.3861|326.75|323.77|329.75|0.00|3.33|3.31|3.35|168.80|0.0000|NULL|1|13|HMXB
778|SWIFTJ1546.3+6928|236.588|69.504|6.79|2MASXJ15462424+6929102||236.6014|69.4861|13.94|10.23|18.01|0.00|1.76|1.39|2.16|0.30|0.0380|43.67|0|5|Sy1.9
779|SWIFTJ1547.5+2050|236.867|20.838|4.85|3C323.1||236.9314|20.8713|7.85|5.23|10.89|0.00|2.91|2.33|3.75|1.80|0.2640|45.23|0|8|QSO
780|SWIFTJ1548.1-6406|236.901|-64.115|4.99|SWIFTJ1548.1-6406||236.8613|-64.2143|13.33|8.45|18.90|0.00|1.68|1.11|2.29|2.40|-1.0000|NULL|0|0|
781|SWIFTJ1547.9-6232|236.959|-62.596|42.38|4U1543-62|1XMMJ154754.7-623404|236.9762|-62.5698|64.34|62.14|66.57|0.00|4.49|4.35|4.64|0.10|0.0000|NULL|0|14|LMXB/NS
782|SWIFTJ1548.0-4529|237.029|-45.487|34.87|NYLup|IGRJ15479-4529|237.0608|-45.4778|91.75|87.36|96.23|0.00|2.35|2.27|2.43|4.80|0.0000|NULL|0|9|CV/DQHer
783|SWIFTJ1548.5-1344|237.111|-13.750|11.85|NGC5995||237.1040|-13.7578|43.66|38.08|49.50|0.00|2.00|1.80|2.21|2.30|0.0252|43.80|0|5|Sy2
784|SWIFTJ1550.8-5419|237.698|-54.323|17.03|PSRJ1550-5418|1E1547.0-5408|237.7255|-54.3066|71.30|65.04|77.74|0.00|1.35|1.21|1.49|2.50|0.0000|NULL|0|10|Pulsar
785|SWIFTJ1553.6+2347|238.404|23.792|5.80|4C+23.42||238.4316|23.8071|10.42|7.08|14.36|0.00|2.39|1.85|3.05|1.10|0.1150|44.55|0|8|WLRG
786|SWIFTJ1553.6+2606|238.458|26.106|5.28|SDSSJ155334.73+261441.4||238.3947|26.2448|10.00|6.30|14.23|0.00|1.95|1.43|2.53|1.10|0.1664|44.88|0|8|QSO
787|SWIFTJ1557.8-7913|239.444|-79.222|8.47|PKS1549-79||239.2453|-79.2345|14.88|11.46|18.68|0.00|2.41|2.04|2.84|1.30|0.1501|44.96|0|4|Sy1
788|SWIFTJ1557.8-5425|239.444|-54.414|13.57|H1553-542||239.4512|-54.4150|24.17|21.68|26.77|0.00|3.87|3.56|4.22|2.50|0.0000|NULL|0|13|HMXB
789|SWIFTJ1558.4+2718|239.585|27.216|13.36|ABELL2142||239.5672|27.2246|18.35|16.06|20.83|0.00|3.57|3.24|3.98|0.40|0.0909|44.58|4|3|GalaxyCluster
790|SWIFTJ1559.6+2554|239.893|25.911|35.44|TCrB|NovaCrB1866/1946|239.8757|25.9202|63.88|60.58|67.27|0.00|2.50|2.42|2.59|4.90|0.0000|NULL|0|12|Symb/WD
791|SWIFTJ1600.9-6044|240.217|-60.726|12.36|1H1556-605|4U1556-60|240.2596|-60.7383|18.07|16.18|19.99|0.00|6.11|5.45|6.93|1.00|0.0000|NULL|4|14|LMXB
792|SWIFTJ1605.9-7250|241.469|-72.877|12.57|2MASXJ16052330-7253565||241.3470|-72.8990|25.35|21.45|29.49|0.00|2.19|1.95|2.44|0.60|-1.0000|NULL|0|2|Galaxy
793|SWIFTJ1607.2+4834|241.782|48.577|4.95|2MASXJ16071388+4833266||241.8080|48.5573|13.46|8.93|18.55|0.00|1.29|0.72|1.81|2.60|0.1250|44.74|0|4|Sy1
794|SWIFTJ1607.4+8502|242.201|84.998|6.19|LEDA100168||241.8490|85.0300|13.30|9.34|17.65|0.00|1.67|1.26|2.12|0.40|0.1830|45.10|0|8|Sy1
795|SWIFTJ1613.2-6043|243.035|-60.640|12.71|WKK6092|IGRJ16119-6036|242.9642|-60.6319|32.15|27.58|36.98|0.00|2.09|1.87|2.33|0.80|0.0156|43.25|0|4|Sy1
796|SWIFTJ1612.9-5227|243.205|-52.419|287.46|4U1608-522|QXNor|243.1792|-52.4231|735.97|731.59|740.36|0.00|2.32|2.31|2.33|23.90|0.0000|NULL|1|14|LMXB
797|SWIFTJ1614.0+6544|243.509|65.739|7.19|Mrk876||243.4883|65.7193|12.37|9.08|16.07|0.00|2.14|1.75|2.59|0.40|0.1290|44.73|0|4|Sy1
798|SWIFTJ1617.5-4958|244.157|-49.975|8.95|1RXSJ161637.2-495847|IGRJ16167-4957|244.1573|-49.9791|20.56|16.98|24.43|0.00|2.79|2.45|3.17|1.00|0.0000|NULL|0|9|CV
799|SWIFTJ1617.4-5056|244.350|-50.930|5.90|PSRJ1617-5055||244.3721|-50.9203|23.29|17.45|29.69|0.00|1.54|1.11|1.97|0.40|0.0000|NULL|4|10|Pulsar
800|SWIFTJ1617.8+3223|244.453|32.379|8.93|3C332||244.4272|32.3763|23.28|18.90|27.96|0.00|1.73|1.46|2.00|0.90|0.1510|45.16|0|8|Sy1
801|SWIFTJ1618.7-5930|244.678|-59.505|6.48|WKK6471|IGRJ16185-5928|244.6518|-59.4548|21.36|16.15|26.99|0.00|1.63|1.27|2.01|0.80|0.0350|43.78|0|4|Sy1NL
802|SWIFTJ1619.2-4945|244.886|-49.770|12.24|2MASSJ16193220-4944305|AXJ1619.4-4945|244.8842|-49.7418|28.67|25.08|32.45|0.00|2.75|2.52|3.00|1.50|0.0000|NULL|0|13|HMXB/SFXTCandidate
803|SWIFTJ1619.4-2808|244.921|-28.130|11.90|2MASSJ16193334-2807397|IGRJ16194-2810|244.8890|-28.1277|32.11|27.96|36.47|0.00|2.59|2.36|2.83|3.30|0.0000|NULL|0|15|Symb/NS
804|SWIFTJ1621.2+8104|244.975|81.069|10.41|CGCG367-009||244.8302|81.0465|22.71|18.86|26.79|0.00|1.77|1.54|2.01|0.60|0.0274|43.59|0|5|Sy2
